tuple_id,latency_ms
0,960.0
1,960.0
2,960.0
3,960.0
4,960.0000000000009
5,960.0000000000009
6,960.0000000000009
7,960.0000000000009
8,960.0000000000009
9,960.0000000000009
10,960.0000000000009
11,960.0000000000009
12,959.9999999999937
13,959.9999999999937
14,959.9999999999937
15,959.9999999999937
16,959.9999999999937
17,959.9999999999937
18,959.9999999999937
19,959.9999999999937
20,960.000000000008
21,960.000000000008
22,960.000000000008
23,960.000000000008
24,960.000000000008
25,960.000000000008
26,960.000000000008
27,960.000000000008
28,960.000000000008
29,960.000000000008
30,960.000000000008
31,960.000000000008
32,960.000000000008
33,960.000000000008
34,960.000000000008
35,960.000000000008
36,960.000000000008
37,960.000000000008
38,960.000000000008
39,960.000000000008
40,960.000000000008
41,960.000000000008
42,960.000000000008
43,960.000000000008
44,960.000000000008
45,960.000000000008
46,960.000000000008
47,960.000000000008
48,960.000000000008
49,960.000000000008
50,960.000000000008
51,960.000000000008
52,960.000000000008
53,960.000000000008
54,960.000000000008
55,960.000000000008
56,960.000000000008
57,960.000000000008
58,960.000000000008
59,960.000000000008
60,960.000000000008
61,960.000000000008
62,960.000000000008
63,960.000000000008
64,960.000000000008
65,960.000000000008
66,960.000000000008
67,960.000000000008
68,960.000000000008
69,960.000000000008
70,960.000000000008
71,960.000000000008
72,960.000000000008
73,960.000000000008
74,960.000000000008
75,960.000000000008
76,959.9999999999795
77,959.9999999999795
78,959.9999999999795
79,959.9999999999795
80,959.9999999999795
81,959.9999999999795
82,959.9999999999795
83,959.9999999999795
84,959.9999999999795
85,959.9999999999795
86,959.9999999999795
87,959.9999999999795
88,959.9999999999795
89,959.9999999999795
90,959.9999999999795
91,959.9999999999795
92,959.9999999999795
93,959.9999999999795
94,959.9999999999795
95,959.9999999999795
96,959.9999999999795
97,959.9999999999795
98,959.9999999999795
99,959.9999999999795
100,959.9999999999795
101,959.9999999999795
102,959.9999999999795
103,959.9999999999795
104,959.9999999999795
105,959.9999999999795
106,959.9999999999795
107,959.9999999999795
108,959.9999999999795
109,959.9999999999795
110,959.9999999999795
111,959.9999999999795
112,959.9999999999795
113,959.9999999999795
114,959.9999999999795
115,959.9999999999795
116,959.9999999999795
117,959.9999999999795
118,959.9999999999795
119,959.9999999999795
120,959.9999999999795
121,959.9999999999795
122,959.9999999999795
123,959.9999999999795
124,959.9999999999795
125,959.9999999999795
126,959.9999999999795
127,959.9999999999795
128,959.9999999999795
129,959.9999999999795
130,959.9999999999795
131,959.9999999999795
132,959.9999999999795
133,959.9999999999795
134,959.9999999999795
135,959.9999999999795
136,959.9999999999795
137,959.9999999999795
138,959.9999999999795
139,959.9999999999795
140,959.9999999999795
141,959.9999999999795
142,959.9999999999795
143,959.9999999999795
144,959.9999999999795
145,959.9999999999795
146,959.9999999999795
147,959.9999999999795
148,959.9999999999227
149,959.9999999999227
150,959.9999999999227
151,959.9999999999227
152,959.9999999999227
153,959.9999999999227
154,959.9999999999227
155,959.9999999999227
156,959.9999999999227
157,959.9999999999227
158,959.9999999999227
159,959.9999999999227
160,959.9999999999227
161,959.9999999999227
162,959.9999999999227
163,959.9999999999227
164,959.9999999999227
165,959.9999999999227
166,959.9999999999227
167,959.9999999999227
