time_s,util_fraction
0.0,0.0
0.3179783333333333,0.041666666666666664
0.3179783333333333,0.041666666666666664
0.5579783333333334,0.0
0.5579783333333334,0.041666666666666664
0.5579783333333334,0.041666666666666664
0.5648354761904762,0.0
0.5804783333333334,0.041666666666666664
0.5804783333333334,0.041666666666666664
0.8204783333333334,0.0
0.8204783333333334,0.041666666666666664
0.8204783333333334,0.041666666666666664
0.8273354761904763,0.0
0.8429783333333335,0.041666666666666664
0.8429783333333335,0.041666666666666664
1.0829783333333336,0.0
1.0829783333333336,0.041666666666666664
1.0829783333333336,0.041666666666666664
1.0898354761904765,0.0
1.1054783333333333,0.041666666666666664
1.1054783333333333,0.041666666666666664
1.3454783333333333,0.0
1.3454783333333333,0.041666666666666664
1.3454783333333333,0.041666666666666664
1.3523354761904762,0.0
7.3179783333333335,0.041666666666666664
7.3179783333333335,0.041666666666666664
7.557978333333334,0.0
7.557978333333334,0.041666666666666664
7.557978333333334,0.041666666666666664
7.564835476190477,0.0
7.580478333333334,0.041666666666666664
7.580478333333334,0.041666666666666664
7.820478333333334,0.0
7.820478333333334,0.041666666666666664
7.820478333333334,0.041666666666666664
7.827335476190477,0.0
7.842978333333334,0.041666666666666664
7.842978333333334,0.041666666666666664
8.082978333333333,0.0
8.082978333333333,0.041666666666666664
8.082978333333333,0.041666666666666664
8.089835476190476,0.0
8.105478333333334,0.041666666666666664
8.105478333333334,0.041666666666666664
8.345478333333334,0.0
8.345478333333334,0.041666666666666664
8.345478333333334,0.041666666666666664
8.352335476190477,0.0
14.317978333333334,0.041666666666666664
14.317978333333334,0.041666666666666664
14.557978333333335,0.0
14.557978333333335,0.041666666666666664
14.557978333333335,0.041666666666666664
14.564835476190478,0.0
14.580478333333334,0.041666666666666664
14.580478333333334,0.041666666666666664
14.820478333333334,0.0
14.820478333333334,0.041666666666666664
14.820478333333334,0.041666666666666664
14.827335476190477,0.0
14.842978333333333,0.041666666666666664
14.842978333333333,0.041666666666666664
15.082978333333333,0.0
15.082978333333333,0.041666666666666664
15.082978333333333,0.041666666666666664
15.089835476190476,0.0
15.105478333333332,0.041666666666666664
15.105478333333332,0.041666666666666664
15.345478333333332,0.0
15.345478333333332,0.041666666666666664
15.345478333333332,0.041666666666666664
15.352335476190476,0.0
21.31797833333333,0.041666666666666664
21.31797833333333,0.041666666666666664
21.557978333333327,0.0
21.557978333333327,0.041666666666666664
21.557978333333327,0.041666666666666664
21.56483547619047,0.0
21.58047833333333,0.041666666666666664
21.58047833333333,0.041666666666666664
21.820478333333327,0.0
21.820478333333327,0.041666666666666664
21.820478333333327,0.041666666666666664
21.82733547619047,0.0
21.842978333333328,0.041666666666666664
21.842978333333328,0.041666666666666664
22.082978333333326,0.0
22.082978333333326,0.041666666666666664
22.082978333333326,0.041666666666666664
22.08983547619047,0.0
22.105478333333327,0.041666666666666664
22.105478333333327,0.041666666666666664
22.345478333333325,0.0
22.345478333333325,0.041666666666666664
22.345478333333325,0.041666666666666664
22.35233547619047,0.0
28.31797833333333,0.041666666666666664
28.31797833333333,0.041666666666666664
28.557978333333327,0.0
28.557978333333327,0.041666666666666664
28.557978333333327,0.041666666666666664
28.56483547619047,0.0
28.58047833333333,0.041666666666666664
28.58047833333333,0.041666666666666664
28.820478333333327,0.0
28.820478333333327,0.041666666666666664
28.820478333333327,0.041666666666666664
28.82733547619047,0.0
28.842978333333328,0.041666666666666664
28.842978333333328,0.041666666666666664
29.082978333333326,0.0
29.082978333333326,0.041666666666666664
29.082978333333326,0.041666666666666664
29.08983547619047,0.0
29.105478333333327,0.041666666666666664
29.105478333333327,0.041666666666666664
29.345478333333325,0.0
29.345478333333325,0.041666666666666664
29.345478333333325,0.041666666666666664
29.35233547619047,0.0
35.31797833333334,0.041666666666666664
35.31797833333334,0.041666666666666664
35.557978333333345,0.0
35.557978333333345,0.041666666666666664
35.557978333333345,0.041666666666666664
35.56483547619049,0.0
35.580478333333346,0.041666666666666664
35.580478333333346,0.041666666666666664
35.82047833333335,0.0
35.82047833333335,0.041666666666666664
35.82047833333335,0.041666666666666664
35.82733547619049,0.0
35.84297833333335,0.041666666666666664
35.84297833333335,0.041666666666666664
36.08297833333335,0.0
36.08297833333335,0.041666666666666664
36.08297833333335,0.041666666666666664
36.089835476190494,0.0
36.10547833333335,0.041666666666666664
36.10547833333335,0.041666666666666664
36.345478333333354,0.0
36.345478333333354,0.041666666666666664
36.345478333333354,0.041666666666666664
36.3523354761905,0.0
42.31797833333334,0.041666666666666664
42.31797833333334,0.041666666666666664
42.557978333333345,0.0
42.557978333333345,0.041666666666666664
42.557978333333345,0.041666666666666664
42.56483547619049,0.0
42.580478333333346,0.041666666666666664
42.580478333333346,0.041666666666666664
42.82047833333335,0.0
42.82047833333335,0.041666666666666664
42.82047833333335,0.041666666666666664
42.82733547619049,0.0
42.84297833333335,0.041666666666666664
42.84297833333335,0.041666666666666664
43.08297833333335,0.0
43.08297833333335,0.041666666666666664
43.08297833333335,0.041666666666666664
43.089835476190494,0.0
43.10547833333335,0.041666666666666664
43.10547833333335,0.041666666666666664
43.345478333333354,0.0
